Date,Time,Price,Volume,Type
2021-04-07,13:00:13,7.4,100,B
2021-04-07,13:00:05,7.4,100,B
2021-04-07,11:28:57,7.3,4000,S
2021-04-07,11:27:19,7.3,300,S
2021-04-07,11:25:53,7.3,1000,S
2021-04-07,11:20:41,7.4,1100,B
2021-04-07,11:17:22,7.4,200,B
2021-04-07,11:15:56,7.4,1000,B
2021-04-07,11:10:55,7.4,300,B
2021-04-07,11:08:26,7.4,100,B
2021-04-07,11:07:37,7.4,400,B
2021-04-07,11:06:33,7.4,2000,S
2021-04-07,11:06:22,7.4,2200,B
2021-04-07,11:05:41,7.4,4000,B
2021-04-07,11:04:53,7.3,200,B
2021-04-07,11:04:18,7.3,3500,B
2021-04-07,11:03:34,7.3,200,B
2021-04-07,11:03:33,7.3,500,B
2021-04-07,11:03:12,7.3,200,B
2021-04-07,11:03:03,7.3,1000,B
2021-04-07,11:02:57,7.3,3000,B
2021-04-07,11:02:22,7.3,400,B
2021-04-07,10:59:30,7.2,2000,S
2021-04-07,10:58:15,7.3,4000,S
2021-04-07,10:57:29,7.3,24000,S
2021-04-07,10:57:02,7.4,500,S
2021-04-07,10:56:29,7.4,9700,S
2021-04-07,10:56:02,7.4,1000,S
2021-04-07,10:55:28,7.4,500,S
2021-04-07,10:54:29,7.4,3000,S
2021-04-07,10:48:52,7.4,4800,S
2021-04-07,10:47:37,7.4,200,S
2021-04-07,10:45:53,7.4,600,S
2021-04-07,10:43:06,7.4,100,S
2021-04-07,10:42:13,7.4,10000,S
2021-04-07,10:27:45,7.5,500,B
2021-04-07,10:27:21,7.5,10000,B
2021-04-07,10:25:59,7.5,200,B
2021-04-07,10:23:56,7.5,1900,B
2021-04-07,10:22:38,7.5,13000,S
2021-04-07,10:18:31,7.5,14000,S
2021-04-07,10:15:08,7.6,100,B
2021-04-07,10:14:03,7.6,400,B
2021-04-07,10:13:20,7.5,2000,S
2021-04-07,10:07:02,7.5,500,S
2021-04-07,10:05:10,7.6,200,B
2021-04-07,10:02:47,7.6,2600,B
2021-04-07,10:01:19,7.6,700,B
2021-04-07,10:00:52,7.6,3700,B
2021-04-07,09:59:29,7.6,100,B
2021-04-07,09:59:26,7.6,1000,B
