Date,Time,Price,Volume,Type
2021-04-07,13:00:04,23.4,500,B
2021-04-07,11:08:46,23.4,400,S
2021-04-07,11:08:39,23.4,500,S
2021-04-07,11:08:34,23.4,5000,S
2021-04-07,11:08:01,23.4,3100,S
2021-04-07,11:07:55,23.4,10000,S
2021-04-07,11:07:40,23.4,600,S
2021-04-07,11:06:35,23.4,10000,S
2021-04-07,11:05:49,23.4,400,B
2021-04-07,10:54:12,23.4,100,B
2021-04-07,10:51:31,22.6,900,B
2021-04-07,10:51:14,22.6,100,B
2021-04-07,10:50:03,22.6,300,B
2021-04-07,10:47:41,22.6,200,B
2021-04-07,10:46:21,22.6,10000,B
2021-04-07,10:44:24,22.6,1000,B
2021-04-07,10:43:51,22.6,1600,B
2021-04-07,10:43:49,22.6,500,B
2021-04-07,10:42:37,22.6,400,B
2021-04-07,10:36:19,22.5,5000,S
2021-04-07,10:36:05,22.6,900,B
2021-04-07,10:35:47,22.6,1000,B
2021-04-07,10:35:34,22.6,2000,B
2021-04-07,10:35:23,22.6,300,B
2021-04-07,10:33:30,22.6,800,S
2021-04-07,10:31:46,22.6,1200,B
2021-04-07,10:31:28,22.6,1000,B
2021-04-07,10:31:10,22.6,5000,B
2021-04-07,10:30:43,22.6,1000,S
2021-04-07,10:30:36,22.6,8200,S
2021-04-07,10:26:21,22.6,3500,S
2021-04-07,10:19:36,22.6,1700,S
2021-04-07,10:09:37,22.6,100,S
2021-04-07,10:07:14,22.6,900,S
2021-04-07,10:05:22,22.2,8000,S
2021-04-07,10:05:19,22.6,3900,B
2021-04-07,10:05:18,22.3,8500,S
2021-04-07,10:04:19,22.6,3600,S
2021-04-07,10:04:02,22.6,12000,S
2021-04-07,09:56:13,22.7,10000,S
2021-04-07,09:55:58,23.0,3000,B
2021-04-07,09:48:08,22.6,100,B
2021-04-07,09:47:45,22.6,4000,B
2021-04-07,09:47:28,22.6,100,B
2021-04-07,09:47:06,22.6,2900,S
2021-04-07,09:46:46,23.0,5000,B
2021-04-07,09:44:23,22.6,300,B
2021-04-07,09:43:32,22.6,1600,B
2021-04-07,09:42:36,22.5,500,B
2021-04-07,09:41:38,22.5,1100,B
2021-04-07,09:41:30,22.5,1800,S
