Date,Time,Price,Volume,Type
2021-04-07,13:03:02,25.1,100,B
2021-04-07,13:02:22,25.1,100,B
2021-04-07,11:27:36,25.1,1000,S
2021-04-07,11:27:11,25.1,1000,B
2021-04-07,11:24:46,25.1,700,B
2021-04-07,11:23:04,25.2,1100,B
2021-04-07,11:14:01,25.1,10000,
2021-04-07,11:13:14,25.2,12000,B
2021-04-07,11:12:46,25.1,1000,S
2021-04-07,11:12:16,25.2,1000,B
2021-04-07,11:11:33,25.2,500,B
2021-04-07,11:07:16,25.2,40000,B
2021-04-07,11:06:09,25.2,20000,
2021-04-07,11:04:59,25.0,500,S
2021-04-07,11:04:37,25.0,4000,S
2021-04-07,10:52:20,25.0,4000,S
2021-04-07,10:51:54,25.1,3000,S
2021-04-07,10:49:05,25.1,500,B
2021-04-07,10:47:20,25.1,1900,B
2021-04-07,10:46:38,25.1,500,S
2021-04-07,10:30:04,25.0,1000,S
2021-04-07,10:27:28,25.0,1000,S
2021-04-07,10:19:08,25.0,2000,S
2021-04-07,10:14:26,25.0,2000,S
2021-04-07,10:04:57,25.0,200,S
2021-04-07,10:04:34,24.9,1200,S
2021-04-07,10:03:55,25.0,1400,B
2021-04-07,10:02:00,25.0,50000,B
2021-04-07,10:01:11,25.0,600,S
2021-04-07,10:00:18,25.0,500,S
2021-04-07,09:59:10,25.0,1500,S
2021-04-07,09:57:07,25.1,1200,S
2021-04-07,09:57:05,25.1,500,S
2021-04-07,09:56:29,25.1,6600,S
2021-04-07,09:53:41,25.1,500,S
2021-04-07,09:49:37,25.1,300,S
2021-04-07,09:40:35,25.1,1000,S
2021-04-07,09:37:19,25.2,8000,B
2021-04-07,09:37:05,25.1,8200,B
2021-04-07,09:36:34,25.0,500,S
2021-04-07,09:34:44,25.0,500,S
2021-04-07,09:34:30,25.0,50000,
2021-04-07,09:32:26,25.2,200,B
2021-04-07,09:26:55,25.3,100,B
2021-04-07,09:20:52,24.9,5000,S
2021-04-07,09:20:17,25.0,4500,S
