date,close,change,volume,open,high,low
2018-06-08,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-11,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-12,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-13,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-14,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-15,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-18,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-19,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-20,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-21,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-22,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-25,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-26,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-27,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-06-28,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-06-29,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-02,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-03,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-04,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-05,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-06,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-09,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-10,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-11,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-12,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-13,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-16,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-17,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-18,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-19,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-20,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-23,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
2018-07-24,4.80,0.00 (0.00 %),0,4.8,4.80,4.80
2018-07-25,4.80,0.00 (0.00 %),0,4.80,4.80,4.80
