Date,Time,Price,Volume,Type
2021-04-22,14:45:51,12.9,301200, 
2021-04-22,14:32:18,13.0,1900,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,2000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,500,S
2021-04-22,14:32:18,13.0,5000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,3000,S
2021-04-22,14:32:18,13.0,1000,S
2021-04-22,14:32:18,13.0,900,S
2021-04-22,14:32:18,13.0,8700,S
2021-04-22,14:32:18,13.0,1900,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,2000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,500,S
2021-04-22,14:32:18,13.0,5000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,3000,S
2021-04-22,14:32:18,13.0,1000,S
2021-04-22,14:32:18,13.0,900,S
2021-04-22,14:32:18,13.0,8700,S
2021-04-22,14:32:18,13.0,1900,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,2000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,500,S
2021-04-22,14:32:18,13.0,5000,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,100,S
2021-04-22,14:32:18,13.0,200,S
2021-04-22,14:32:18,13.0,3000,S
2021-04-22,14:32:18,13.0,1000,S
2021-04-22,14:32:18,13.0,900,S
