Date,Time,Price,Volume,Type
2021-04-22,14:45:33,7.43,348700, 
2021-04-22,14:32:18,7.43,1300,S
2021-04-22,14:32:18,7.43,1300,S
2021-04-22,14:32:18,7.43,1300,S
2021-04-22,14:31:55,7.43,3400,S
2021-04-22,14:31:55,7.43,3400,S
2021-04-22,14:31:44,7.43,100,S
2021-04-22,14:31:44,7.43,100,S
2021-04-22,14:31:33,7.43,200,S
2021-04-22,14:31:33,7.43,1800,S
2021-04-22,14:31:33,7.43,15000,S
2021-04-22,14:31:33,7.43,200,S
2021-04-22,14:31:33,7.43,1800,S
2021-04-22,14:31:33,7.43,15000,S
2021-04-22,14:31:33,7.43,200,S
2021-04-22,14:31:33,7.43,1800,S
2021-04-22,14:31:33,7.43,15000,S
2021-04-22,14:31:22,7.43,17300,S
2021-04-22,14:31:22,7.43,500,S
2021-04-22,14:31:22,7.43,3000,S
2021-04-22,14:31:22,7.43,17300,S
2021-04-22,14:31:22,7.43,500,S
2021-04-22,14:31:22,7.43,3000,S
2021-04-22,14:31:22,7.43,17300,S
2021-04-22,14:31:22,7.43,500,S
2021-04-22,14:31:22,7.43,3000,S
2021-04-22,14:31:12,7.43,55200,S
2021-04-22,14:31:12,7.43,300,S
2021-04-22,14:31:12,7.43,55200,S
2021-04-22,14:31:12,7.43,300,S
2021-04-22,14:31:12,7.43,55200,S
2021-04-22,14:31:12,7.43,300,S
2021-04-22,14:30:39,7.43,10000,S
2021-04-22,14:30:39,7.43,10000,S
2021-04-22,14:30:39,7.43,10000,S
2021-04-22,14:30:33,7.43,5000,S
2021-04-22,14:30:33,7.43,30000,S
2021-04-22,14:30:33,7.43,5000,S
2021-04-22,14:30:33,7.43,30000,S
2021-04-22,14:30:23,7.43,4000,S
2021-04-22,14:30:23,7.43,4000,S
2021-04-22,14:30:13,7.43,7000,S
2021-04-22,14:30:13,7.43,3000,S
2021-04-22,14:30:13,7.43,7000,S
2021-04-22,14:30:13,7.43,3000,S
2021-04-22,14:30:03,7.43,10000,S
2021-04-22,14:30:03,7.43,10000,S
2021-04-22,14:30:03,7.43,2500,S
2021-04-22,14:30:03,7.43,300,S
2021-04-22,14:29:52,7.43,8700,S
2021-04-22,14:29:52,7.43,5000,S
