Date,Time,Price,Volume,Type
2021-04-22,14:59:46,15.0,600,S
2021-04-22,14:58:19,15.0,200,S
2021-04-22,14:19:14,15.2,500,B
2021-04-22,14:05:45,15.0,5000,S
2021-04-22,14:04:48,15.2,100,B
2021-04-22,13:59:53,15.0,1000,S
2021-04-22,13:55:53,15.1,100,B
2021-04-22,13:52:53,15.0,1000,S
2021-04-22,13:51:13,15.1,100,B
2021-04-22,13:49:03,15.1,100,B
2021-04-22,13:42:27,15.1,500,S
2021-04-22,13:34:22,15.0,500,S
2021-04-22,13:32:06,15.0,900,B
2021-04-22,13:23:51,15.0,300,S
2021-04-22,13:22:19,15.0,1000,S
2021-04-22,13:21:51,15.0,500,S
2021-04-22,13:18:32,15.0,1000,S
2021-04-22,11:15:23,14.9,1100,S
2021-04-22,11:15:01,15.0,3900,S
2021-04-22,11:14:06,15.1,2400,S
2021-04-22,11:13:41,15.2,1800,S
2021-04-22,11:00:59,15.2,600,S
2021-04-22,10:57:25,15.2,900,S
2021-04-22,10:57:02,15.3,1000,B
2021-04-22,10:55:53,15.2,100,B
2021-04-22,10:54:56,15.1,100,S
2021-04-22,10:52:15,15.2,1000,B
2021-04-22,10:49:59,15.2,500,B
2021-04-22,10:49:36,15.2,300,B
2021-04-22,10:49:11,15.2,500,B
2021-04-22,10:43:23,15.2,100,B
2021-04-22,10:34:10,15.1,100,B
2021-04-22,10:33:46,15.0,200,B
2021-04-22,10:31:23,15.0,500,B
2021-04-22,10:29:36,15.0,500,B
2021-04-22,10:28:59,15.0,300,B
2021-04-22,10:28:34,14.9,4000,S
2021-04-22,10:27:53,15.0,100,B
2021-04-22,10:27:24,15.0,500,B
2021-04-22,10:22:27,15.0,100,B
2021-04-22,10:18:19,15.0,200,B
2021-04-22,10:15:43,15.0,200,B
2021-04-22,10:14:33,15.0,800,B
2021-04-22,10:12:24,15.0,1000,B
2021-04-22,10:12:11,15.0,1600,S
2021-04-22,10:12:04,15.1,900,B
2021-04-22,10:11:39,15.1,1000,B
2021-04-22,10:10:03,15.1,100,B
2021-04-22,10:08:59,15.0,700,B
2021-04-22,10:08:33,15.0,200,B
2021-04-22,10:07:40,15.0,300,B
